"","Sensor","Date_Time","Date","Time","Count"
"2718","Southern Cross Station",2017-07-02 19:00:00,2017-07-02,19,158
"2719","Victoria Point",2017-07-02 19:00:00,2017-07-02,19,108
"2720","Waterfront City",2017-07-02 19:00:00,2017-07-02,19,1108
"2721","New Quay",2017-07-02 19:00:00,2017-07-02,19,4135
"2722","Flagstaff Station",2017-07-02 19:00:00,2017-07-02,19,0
"2723","Sandridge Bridge",2017-07-02 19:00:00,2017-07-02,19,376
"2724","State Library",2017-07-02 19:00:00,2017-07-02,19,1107
"2725","Collins St (North)",2017-07-02 19:00:00,2017-07-02,19,334
"2726","Collins Place (South)",2017-07-02 19:00:00,2017-07-02,19,211
"2727","Collins Place (North)",2017-07-02 19:00:00,2017-07-02,19,49
"2728","Chinatown-Swanston St (North)",2017-07-02 19:00:00,2017-07-02,19,1167
"2729","Chinatown-Lt Bourke St (South)",2017-07-02 19:00:00,2017-07-02,19,788
"2730","Bourke St-Russell St (West)",2017-07-02 19:00:00,2017-07-02,19,1148
"2731","Flinders St-Elizabeth St (East)",2017-07-02 19:00:00,2017-07-02,19,1704
"2732","Spencer St-Collins St (South)",2017-07-02 19:00:00,2017-07-02,19,254
"2733","Spencer St-Collins St (North)",2017-07-02 19:00:00,2017-07-02,19,853
"2734","Melbourne Convention Exhibition Centre",2017-07-02 19:00:00,2017-07-02,19,262
"2735","QV Market-Elizabeth St (West)",2017-07-02 19:00:00,2017-07-02,19,373
"2736","QV Market-Peel St",2017-07-02 19:00:00,2017-07-02,19,89
"2737","The Arts Centre",2017-07-02 19:00:00,2017-07-02,19,391
"2738","St Kilda Rd-Alexandra Gardens",2017-07-02 19:00:00,2017-07-02,19,197
"2739","Lonsdale St (South)",2017-07-02 19:00:00,2017-07-02,19,860
"2740","Lygon St (West)",2017-07-02 19:00:00,2017-07-02,19,648
"2741","City Square",2017-07-02 19:00:00,2017-07-02,19,NA
"2742","Flinders St-Spring St (West)",2017-07-02 19:00:00,2017-07-02,19,83
"2743","Flinders St-Spark La",2017-07-02 19:00:00,2017-07-02,19,112
"2744","Southbank",2017-07-02 19:00:00,2017-07-02,19,1949
"2745","Queen St (West)",2017-07-02 19:00:00,2017-07-02,19,142
"2746","Lygon St (East)",2017-07-02 19:00:00,2017-07-02,19,291
"2747","Alfred Place",2017-07-02 19:00:00,2017-07-02,19,85
"2748","Lonsdale St-Spring St (West)",2017-07-02 19:00:00,2017-07-02,19,0
"2749","Grattan St-Swanston St (West)",2017-07-02 19:00:00,2017-07-02,19,51
"2750","Monash Rd-Swanston St (West)",2017-07-02 19:00:00,2017-07-02,19,32
"2751","Tin Alley-Swanston St (West)",2017-07-02 19:00:00,2017-07-02,19,22
"2752","Little Collins St-Swanston St (East)",2017-07-02 19:00:00,2017-07-02,19,1037
"2753","Flinders La-Swanston St (West)",2017-07-02 19:00:00,2017-07-02,19,1994
"2754","Pelham St (South)",2017-07-02 19:00:00,2017-07-02,19,NA
"2755","Melbourne Central-Elizabeth St (East)",2017-07-02 19:00:00,2017-07-02,19,NA
"2756","QVM-Queen St (East)",2017-07-02 19:00:00,2017-07-02,19,NA
"2757","QVM-Therry St (South)",2017-07-02 19:00:00,2017-07-02,19,NA
"2758","Faraday St-Lygon St (West)",2017-07-02 19:00:00,2017-07-02,19,NA
"2759","QVM-Franklin St (North)",2017-07-02 19:00:00,2017-07-02,19,NA
"2760","Elizabeth St-Lonsdale St (South)",2017-07-02 19:00:00,2017-07-02,19,NA
"2761","Lincoln-Swanston (W)",2017-07-02 19:00:00,2017-07-02,19,NA
"2762","Elizabeth St-La Trobe St (East)",2017-07-02 19:00:00,2017-07-02,19,NA
"2763","Lonsdale St - Elizabeth St (North)",2017-07-02 19:00:00,2017-07-02,19,NA
"2764","Bourke St Bridge",2017-07-02 19:00:00,2017-07-02,19,NA
"2765","Bourke St - Spencer St (North)",2017-07-02 19:00:00,2017-07-02,19,NA
"2766","RMIT Bld 80 - 445 Swanston Street",2017-07-02 19:00:00,2017-07-02,19,NA
"2767","Flinders La-Swanston St (West) Temporary",2017-07-02 19:00:00,2017-07-02,19,NA
"2768","RMIT Building 14",2017-07-02 19:00:00,2017-07-02,19,NA
"2769","380 Elizabeth St",2017-07-02 19:00:00,2017-07-02,19,NA
"2770","La Trobe St (North)",2017-07-02 19:00:00,2017-07-02,19,NA
"2771","231 Bourke St",2017-07-02 19:00:00,2017-07-02,19,NA
"2772","Royal Pde - Grattan St",2017-07-02 19:00:00,2017-07-02,19,NA
"2773","Bourke Street Mall (North)",2017-07-02 20:00:00,2017-07-02,20,716
"2774","Bourke Street Mall (South)",2017-07-02 20:00:00,2017-07-02,20,311
"2775","Melbourne Central",2017-07-02 20:00:00,2017-07-02,20,1658
"2776","Town Hall (West)",2017-07-02 20:00:00,2017-07-02,20,935
"2777","Princes Bridge",2017-07-02 20:00:00,2017-07-02,20,0
"2778","Flinders Street Station Underpass",2017-07-02 20:00:00,2017-07-02,20,1064
"2779","Birrarung Marr",2017-07-02 20:00:00,2017-07-02,20,122
"2780","Webb Bridge",2017-07-02 20:00:00,2017-07-02,20,131
"2781","Southern Cross Station",2017-07-02 20:00:00,2017-07-02,20,199
"2782","Victoria Point",2017-07-02 20:00:00,2017-07-02,20,254
"2783","Waterfront City",2017-07-02 20:00:00,2017-07-02,20,586
"2784","New Quay",2017-07-02 20:00:00,2017-07-02,20,3441
"2785","Flagstaff Station",2017-07-02 20:00:00,2017-07-02,20,0
"2786","Sandridge Bridge",2017-07-02 20:00:00,2017-07-02,20,310
"2787","State Library",2017-07-02 20:00:00,2017-07-02,20,860
"2788","Collins St (North)",2017-07-02 20:00:00,2017-07-02,20,272
"2789","Collins Place (South)",2017-07-02 20:00:00,2017-07-02,20,147
"2790","Collins Place (North)",2017-07-02 20:00:00,2017-07-02,20,53
"2791","Chinatown-Swanston St (North)",2017-07-02 20:00:00,2017-07-02,20,887
"2792","Chinatown-Lt Bourke St (South)",2017-07-02 20:00:00,2017-07-02,20,657
"2793","Bourke St-Russell St (West)",2017-07-02 20:00:00,2017-07-02,20,915
"2794","Flinders St-Elizabeth St (East)",2017-07-02 20:00:00,2017-07-02,20,1387
"2795","Spencer St-Collins St (South)",2017-07-02 20:00:00,2017-07-02,20,243
"2796","Spencer St-Collins St (North)",2017-07-02 20:00:00,2017-07-02,20,728
"2797","Melbourne Convention Exhibition Centre",2017-07-02 20:00:00,2017-07-02,20,617
"2798","QV Market-Elizabeth St (West)",2017-07-02 20:00:00,2017-07-02,20,257
"2799","QV Market-Peel St",2017-07-02 20:00:00,2017-07-02,20,55
"2800","The Arts Centre",2017-07-02 20:00:00,2017-07-02,20,349
"2801","St Kilda Rd-Alexandra Gardens",2017-07-02 20:00:00,2017-07-02,20,182
"2802","Lonsdale St (South)",2017-07-02 20:00:00,2017-07-02,20,649
"2803","Lygon St (West)",2017-07-02 20:00:00,2017-07-02,20,649
"2804","City Square",2017-07-02 20:00:00,2017-07-02,20,NA
"2805","Flinders St-Spring St (West)",2017-07-02 20:00:00,2017-07-02,20,53
"2806","Flinders St-Spark La",2017-07-02 20:00:00,2017-07-02,20,88
"2807","Southbank",2017-07-02 20:00:00,2017-07-02,20,1531
"2808","Queen St (West)",2017-07-02 20:00:00,2017-07-02,20,81
"2809","Lygon St (East)",2017-07-02 20:00:00,2017-07-02,20,280
"2810","Alfred Place",2017-07-02 20:00:00,2017-07-02,20,77
"2811","Lonsdale St-Spring St (West)",2017-07-02 20:00:00,2017-07-02,20,0
"2812","Grattan St-Swanston St (West)",2017-07-02 20:00:00,2017-07-02,20,67
"2813","Monash Rd-Swanston St (West)",2017-07-02 20:00:00,2017-07-02,20,39
"2814","Tin Alley-Swanston St (West)",2017-07-02 20:00:00,2017-07-02,20,19
"2815","Little Collins St-Swanston St (East)",2017-07-02 20:00:00,2017-07-02,20,998
"2816","Flinders La-Swanston St (West)",2017-07-02 20:00:00,2017-07-02,20,1392
"2817","Pelham St (South)",2017-07-02 20:00:00,2017-07-02,20,NA
"2818","Melbourne Central-Elizabeth St (East)",2017-07-02 20:00:00,2017-07-02,20,NA
"2819","QVM-Queen St (East)",2017-07-02 20:00:00,2017-07-02,20,NA
"2820","QVM-Therry St (South)",2017-07-02 20:00:00,2017-07-02,20,NA
"2821","Faraday St-Lygon St (West)",2017-07-02 20:00:00,2017-07-02,20,NA
"2822","QVM-Franklin St (North)",2017-07-02 20:00:00,2017-07-02,20,NA
"2823","Elizabeth St-Lonsdale St (South)",2017-07-02 20:00:00,2017-07-02,20,NA
"2824","Lincoln-Swanston (W)",2017-07-02 20:00:00,2017-07-02,20,NA
"2825","Elizabeth St-La Trobe St (East)",2017-07-02 20:00:00,2017-07-02,20,NA
"2826","Lonsdale St - Elizabeth St (North)",2017-07-02 20:00:00,2017-07-02,20,NA
"2827","Bourke St Bridge",2017-07-02 20:00:00,2017-07-02,20,NA
"2828","Bourke St - Spencer St (North)",2017-07-02 20:00:00,2017-07-02,20,NA
"2829","RMIT Bld 80 - 445 Swanston Street",2017-07-02 20:00:00,2017-07-02,20,NA
"2830","Flinders La-Swanston St (West) Temporary",2017-07-02 20:00:00,2017-07-02,20,NA
"2831","RMIT Building 14",2017-07-02 20:00:00,2017-07-02,20,NA
"2832","380 Elizabeth St",2017-07-02 20:00:00,2017-07-02,20,NA
"2833","La Trobe St (North)",2017-07-02 20:00:00,2017-07-02,20,NA
"2834","231 Bourke St",2017-07-02 20:00:00,2017-07-02,20,NA
"2835","Royal Pde - Grattan St",2017-07-02 20:00:00,2017-07-02,20,NA
"2836","Bourke Street Mall (North)",2017-07-02 21:00:00,2017-07-02,21,470
"2837","Bourke Street Mall (South)",2017-07-02 21:00:00,2017-07-02,21,271
"2838","Melbourne Central",2017-07-02 21:00:00,2017-07-02,21,1271
"2839","Town Hall (West)",2017-07-02 21:00:00,2017-07-02,21,811
"2840","Princes Bridge",2017-07-02 21:00:00,2017-07-02,21,0
"2841","Flinders Street Station Underpass",2017-07-02 21:00:00,2017-07-02,21,881
"2842","Birrarung Marr",2017-07-02 21:00:00,2017-07-02,21,84
"2843","Webb Bridge",2017-07-02 21:00:00,2017-07-02,21,39
"2844","Southern Cross Station",2017-07-02 21:00:00,2017-07-02,21,105
"2845","Victoria Point",2017-07-02 21:00:00,2017-07-02,21,125
"2846","Waterfront City",2017-07-02 21:00:00,2017-07-02,21,66
"2847","New Quay",2017-07-02 21:00:00,2017-07-02,21,667
"2848","Flagstaff Station",2017-07-02 21:00:00,2017-07-02,21,0
"2849","Sandridge Bridge",2017-07-02 21:00:00,2017-07-02,21,251
"2850","State Library",2017-07-02 21:00:00,2017-07-02,21,548
"2851","Collins St (North)",2017-07-02 21:00:00,2017-07-02,21,252
"2852","Collins Place (South)",2017-07-02 21:00:00,2017-07-02,21,165
"2853","Collins Place (North)",2017-07-02 21:00:00,2017-07-02,21,69
"2854","Chinatown-Swanston St (North)",2017-07-02 21:00:00,2017-07-02,21,654
"2855","Chinatown-Lt Bourke St (South)",2017-07-02 21:00:00,2017-07-02,21,608
"2856","Bourke St-Russell St (West)",2017-07-02 21:00:00,2017-07-02,21,719
"2857","Flinders St-Elizabeth St (East)",2017-07-02 21:00:00,2017-07-02,21,1093
"2858","Spencer St-Collins St (South)",2017-07-02 21:00:00,2017-07-02,21,141
"2859","Spencer St-Collins St (North)",2017-07-02 21:00:00,2017-07-02,21,626
"2860","Melbourne Convention Exhibition Centre",2017-07-02 21:00:00,2017-07-02,21,425
"2861","QV Market-Elizabeth St (West)",2017-07-02 21:00:00,2017-07-02,21,259
"2862","QV Market-Peel St",2017-07-02 21:00:00,2017-07-02,21,83
"2863","The Arts Centre",2017-07-02 21:00:00,2017-07-02,21,258
"2864","St Kilda Rd-Alexandra Gardens",2017-07-02 21:00:00,2017-07-02,21,111
"2865","Lonsdale St (South)",2017-07-02 21:00:00,2017-07-02,21,580
"2866","Lygon St (West)",2017-07-02 21:00:00,2017-07-02,21,523
"2867","City Square",2017-07-02 21:00:00,2017-07-02,21,NA
"2868","Flinders St-Spring St (West)",2017-07-02 21:00:00,2017-07-02,21,69
"2869","Flinders St-Spark La",2017-07-02 21:00:00,2017-07-02,21,56
"2870","Southbank",2017-07-02 21:00:00,2017-07-02,21,998
"2871","Queen St (West)",2017-07-02 21:00:00,2017-07-02,21,65
"2872","Lygon St (East)",2017-07-02 21:00:00,2017-07-02,21,209
"2873","Alfred Place",2017-07-02 21:00:00,2017-07-02,21,63
"2874","Lonsdale St-Spring St (West)",2017-07-02 21:00:00,2017-07-02,21,0
"2875","Grattan St-Swanston St (West)",2017-07-02 21:00:00,2017-07-02,21,52
"2876","Monash Rd-Swanston St (West)",2017-07-02 21:00:00,2017-07-02,21,32
"2877","Tin Alley-Swanston St (West)",2017-07-02 21:00:00,2017-07-02,21,31
"2878","Little Collins St-Swanston St (East)",2017-07-02 21:00:00,2017-07-02,21,985
"2879","Flinders La-Swanston St (West)",2017-07-02 21:00:00,2017-07-02,21,1413
"2880","Pelham St (South)",2017-07-02 21:00:00,2017-07-02,21,NA
"2881","Melbourne Central-Elizabeth St (East)",2017-07-02 21:00:00,2017-07-02,21,NA
"2882","QVM-Queen St (East)",2017-07-02 21:00:00,2017-07-02,21,NA
"2883","QVM-Therry St (South)",2017-07-02 21:00:00,2017-07-02,21,NA
"2884","Faraday St-Lygon St (West)",2017-07-02 21:00:00,2017-07-02,21,NA
"2885","QVM-Franklin St (North)",2017-07-02 21:00:00,2017-07-02,21,NA
"2886","Elizabeth St-Lonsdale St (South)",2017-07-02 21:00:00,2017-07-02,21,NA
"2887","Lincoln-Swanston (W)",2017-07-02 21:00:00,2017-07-02,21,NA
"2888","Elizabeth St-La Trobe St (East)",2017-07-02 21:00:00,2017-07-02,21,NA
"2889","Lonsdale St - Elizabeth St (North)",2017-07-02 21:00:00,2017-07-02,21,NA
"2890","Bourke St Bridge",2017-07-02 21:00:00,2017-07-02,21,NA
"2891","Bourke St - Spencer St (North)",2017-07-02 21:00:00,2017-07-02,21,NA
"2892","RMIT Bld 80 - 445 Swanston Street",2017-07-02 21:00:00,2017-07-02,21,NA
"2893","Flinders La-Swanston St (West) Temporary",2017-07-02 21:00:00,2017-07-02,21,NA
"2894","RMIT Building 14",2017-07-02 21:00:00,2017-07-02,21,NA
"2895","380 Elizabeth St",2017-07-02 21:00:00,2017-07-02,21,NA
"2896","La Trobe St (North)",2017-07-02 21:00:00,2017-07-02,21,NA
"2897","231 Bourke St",2017-07-02 21:00:00,2017-07-02,21,NA
"2898","Royal Pde - Grattan St",2017-07-02 21:00:00,2017-07-02,21,NA
"2899","Bourke Street Mall (North)",2017-07-02 22:00:00,2017-07-02,22,295
"2900","Bourke Street Mall (South)",2017-07-02 22:00:00,2017-07-02,22,114
"2901","Melbourne Central",2017-07-02 22:00:00,2017-07-02,22,790
"2902","Town Hall (West)",2017-07-02 22:00:00,2017-07-02,22,504
"2903","Princes Bridge",2017-07-02 22:00:00,2017-07-02,22,0
"2904","Flinders Street Station Underpass",2017-07-02 22:00:00,2017-07-02,22,734
"2905","Birrarung Marr",2017-07-02 22:00:00,2017-07-02,22,43
"2906","Webb Bridge",2017-07-02 22:00:00,2017-07-02,22,32
"2907","Southern Cross Station",2017-07-02 22:00:00,2017-07-02,22,41
"2908","Victoria Point",2017-07-02 22:00:00,2017-07-02,22,36
"2909","Waterfront City",2017-07-02 22:00:00,2017-07-02,22,31
"2910","New Quay",2017-07-02 22:00:00,2017-07-02,22,211
"2911","Flagstaff Station",2017-07-02 22:00:00,2017-07-02,22,0
"2912","Sandridge Bridge",2017-07-02 22:00:00,2017-07-02,22,227
"2913","State Library",2017-07-02 22:00:00,2017-07-02,22,357
"2914","Collins St (North)",2017-07-02 22:00:00,2017-07-02,22,123
"2915","Collins Place (South)",2017-07-02 22:00:00,2017-07-02,22,81
"2916","Collins Place (North)",2017-07-02 22:00:00,2017-07-02,22,19
"2917","Chinatown-Swanston St (North)",2017-07-02 22:00:00,2017-07-02,22,391
"2918","Chinatown-Lt Bourke St (South)",2017-07-02 22:00:00,2017-07-02,22,290
"2919","Bourke St-Russell St (West)",2017-07-02 22:00:00,2017-07-02,22,418
"2920","Flinders St-Elizabeth St (East)",2017-07-02 22:00:00,2017-07-02,22,829
"2921","Spencer St-Collins St (South)",2017-07-02 22:00:00,2017-07-02,22,127
"2922","Spencer St-Collins St (North)",2017-07-02 22:00:00,2017-07-02,22,423
"2923","Melbourne Convention Exhibition Centre",2017-07-02 22:00:00,2017-07-02,22,218
"2924","QV Market-Elizabeth St (West)",2017-07-02 22:00:00,2017-07-02,22,192
"2925","QV Market-Peel St",2017-07-02 22:00:00,2017-07-02,22,62
"2926","The Arts Centre",2017-07-02 22:00:00,2017-07-02,22,97
"2927","St Kilda Rd-Alexandra Gardens",2017-07-02 22:00:00,2017-07-02,22,72
"2928","Lonsdale St (South)",2017-07-02 22:00:00,2017-07-02,22,414
"2929","Lygon St (West)",2017-07-02 22:00:00,2017-07-02,22,308
"2930","City Square",2017-07-02 22:00:00,2017-07-02,22,NA
"2931","Flinders St-Spring St (West)",2017-07-02 22:00:00,2017-07-02,22,37
"2932","Flinders St-Spark La",2017-07-02 22:00:00,2017-07-02,22,26
"2933","Southbank",2017-07-02 22:00:00,2017-07-02,22,531
"2934","Queen St (West)",2017-07-02 22:00:00,2017-07-02,22,29
"2935","Lygon St (East)",2017-07-02 22:00:00,2017-07-02,22,102
"2936","Alfred Place",2017-07-02 22:00:00,2017-07-02,22,57
"2937","Lonsdale St-Spring St (West)",2017-07-02 22:00:00,2017-07-02,22,0
"2938","Grattan St-Swanston St (West)",2017-07-02 22:00:00,2017-07-02,22,27
"2939","Monash Rd-Swanston St (West)",2017-07-02 22:00:00,2017-07-02,22,20
"2940","Tin Alley-Swanston St (West)",2017-07-02 22:00:00,2017-07-02,22,14
"2941","Little Collins St-Swanston St (East)",2017-07-02 22:00:00,2017-07-02,22,368
"2942","Flinders La-Swanston St (West)",2017-07-02 22:00:00,2017-07-02,22,748
"2943","Pelham St (South)",2017-07-02 22:00:00,2017-07-02,22,NA
"2944","Melbourne Central-Elizabeth St (East)",2017-07-02 22:00:00,2017-07-02,22,NA
"2945","QVM-Queen St (East)",2017-07-02 22:00:00,2017-07-02,22,NA
"2946","QVM-Therry St (South)",2017-07-02 22:00:00,2017-07-02,22,NA
"2947","Faraday St-Lygon St (West)",2017-07-02 22:00:00,2017-07-02,22,NA
"2948","QVM-Franklin St (North)",2017-07-02 22:00:00,2017-07-02,22,NA
"2949","Elizabeth St-Lonsdale St (South)",2017-07-02 22:00:00,2017-07-02,22,NA
"2950","Lincoln-Swanston (W)",2017-07-02 22:00:00,2017-07-02,22,NA
"2951","Elizabeth St-La Trobe St (East)",2017-07-02 22:00:00,2017-07-02,22,NA
"2952","Lonsdale St - Elizabeth St (North)",2017-07-02 22:00:00,2017-07-02,22,NA
"2953","Bourke St Bridge",2017-07-02 22:00:00,2017-07-02,22,NA
"2954","Bourke St - Spencer St (North)",2017-07-02 22:00:00,2017-07-02,22,NA
"2955","RMIT Bld 80 - 445 Swanston Street",2017-07-02 22:00:00,2017-07-02,22,NA
"2956","Flinders La-Swanston St (West) Temporary",2017-07-02 22:00:00,2017-07-02,22,NA
"2957","RMIT Building 14",2017-07-02 22:00:00,2017-07-02,22,NA
"2958","380 Elizabeth St",2017-07-02 22:00:00,2017-07-02,22,NA
"2959","La Trobe St (North)",2017-07-02 22:00:00,2017-07-02,22,NA
"2960","231 Bourke St",2017-07-02 22:00:00,2017-07-02,22,NA
"2961","Royal Pde - Grattan St",2017-07-02 22:00:00,2017-07-02,22,NA
"2962","Bourke Street Mall (North)",2017-07-02 23:00:00,2017-07-02,23,73
"2963","Bourke Street Mall (South)",2017-07-02 23:00:00,2017-07-02,23,77
"2964","Melbourne Central",2017-07-02 23:00:00,2017-07-02,23,567
"2965","Town Hall (West)",2017-07-02 23:00:00,2017-07-02,23,307
"2966","Princes Bridge",2017-07-02 23:00:00,2017-07-02,23,0
"2967","Flinders Street Station Underpass",2017-07-02 23:00:00,2017-07-02,23,508
"2968","Birrarung Marr",2017-07-02 23:00:00,2017-07-02,23,15
"2969","Webb Bridge",2017-07-02 23:00:00,2017-07-02,23,18
"2970","Southern Cross Station",2017-07-02 23:00:00,2017-07-02,23,33
"2971","Victoria Point",2017-07-02 23:00:00,2017-07-02,23,26
"2972","Waterfront City",2017-07-02 23:00:00,2017-07-02,23,41
"2973","New Quay",2017-07-02 23:00:00,2017-07-02,23,139
"2974","Flagstaff Station",2017-07-02 23:00:00,2017-07-02,23,0
"2975","Sandridge Bridge",2017-07-02 23:00:00,2017-07-02,23,170
"2976","State Library",2017-07-02 23:00:00,2017-07-02,23,141
"2977","Collins St (North)",2017-07-02 23:00:00,2017-07-02,23,51
"2978","Collins Place (South)",2017-07-02 23:00:00,2017-07-02,23,45
"2979","Collins Place (North)",2017-07-02 23:00:00,2017-07-02,23,7
"2980","Chinatown-Swanston St (North)",2017-07-02 23:00:00,2017-07-02,23,242
"2981","Chinatown-Lt Bourke St (South)",2017-07-02 23:00:00,2017-07-02,23,119
"2982","Bourke St-Russell St (West)",2017-07-02 23:00:00,2017-07-02,23,237
"2983","Flinders St-Elizabeth St (East)",2017-07-02 23:00:00,2017-07-02,23,470
"2984","Spencer St-Collins St (South)",2017-07-02 23:00:00,2017-07-02,23,61
"2985","Spencer St-Collins St (North)",2017-07-02 23:00:00,2017-07-02,23,257
"2986","Melbourne Convention Exhibition Centre",2017-07-02 23:00:00,2017-07-02,23,80
"2987","QV Market-Elizabeth St (West)",2017-07-02 23:00:00,2017-07-02,23,97
"2988","QV Market-Peel St",2017-07-02 23:00:00,2017-07-02,23,28
"2989","The Arts Centre",2017-07-02 23:00:00,2017-07-02,23,60
"2990","St Kilda Rd-Alexandra Gardens",2017-07-02 23:00:00,2017-07-02,23,40
"2991","Lonsdale St (South)",2017-07-02 23:00:00,2017-07-02,23,298
"2992","Lygon St (West)",2017-07-02 23:00:00,2017-07-02,23,149
"2993","City Square",2017-07-02 23:00:00,2017-07-02,23,NA
"2994","Flinders St-Spring St (West)",2017-07-02 23:00:00,2017-07-02,23,18
"2995","Flinders St-Spark La",2017-07-02 23:00:00,2017-07-02,23,22
"2996","Southbank",2017-07-02 23:00:00,2017-07-02,23,292
"2997","Queen St (West)",2017-07-02 23:00:00,2017-07-02,23,22
"2998","Lygon St (East)",2017-07-02 23:00:00,2017-07-02,23,54
"2999","Alfred Place",2017-07-02 23:00:00,2017-07-02,23,18
"3000","Lonsdale St-Spring St (West)",2017-07-02 23:00:00,2017-07-02,23,0
"3001","Grattan St-Swanston St (West)",2017-07-02 23:00:00,2017-07-02,23,21
"3002","Monash Rd-Swanston St (West)",2017-07-02 23:00:00,2017-07-02,23,10
"3003","Tin Alley-Swanston St (West)",2017-07-02 23:00:00,2017-07-02,23,7
"3004","Little Collins St-Swanston St (East)",2017-07-02 23:00:00,2017-07-02,23,236
"3005","Flinders La-Swanston St (West)",2017-07-02 23:00:00,2017-07-02,23,562
"3006","Pelham St (South)",2017-07-02 23:00:00,2017-07-02,23,NA
"3007","Melbourne Central-Elizabeth St (East)",2017-07-02 23:00:00,2017-07-02,23,NA
"3008","QVM-Queen St (East)",2017-07-02 23:00:00,2017-07-02,23,NA
"3009","QVM-Therry St (South)",2017-07-02 23:00:00,2017-07-02,23,NA
"3010","Faraday St-Lygon St (West)",2017-07-02 23:00:00,2017-07-02,23,NA
"3011","QVM-Franklin St (North)",2017-07-02 23:00:00,2017-07-02,23,NA
"3012","Elizabeth St-Lonsdale St (South)",2017-07-02 23:00:00,2017-07-02,23,NA
"3013","Lincoln-Swanston (W)",2017-07-02 23:00:00,2017-07-02,23,NA
"3014","Elizabeth St-La Trobe St (East)",2017-07-02 23:00:00,2017-07-02,23,NA
"3015","Lonsdale St - Elizabeth St (North)",2017-07-02 23:00:00,2017-07-02,23,NA
"3016","Bourke St Bridge",2017-07-02 23:00:00,2017-07-02,23,NA
